Хазайката се щура из къщи .	щура	2	3
Аз смятам , че тази точка е необходимото допълнение , което балансира цялото решение .	смятам	1	1
Заповядал съм войниците , които пожелаят да работят при нас , след като отслужат , да не бъдат връщани .	отслужат	13	3
Радвам се , че научих много в гимназията , както се радвам , че успях да постъпя в колежа , който исках .	научих	4	1
Действието се развива в романтична атмосфера , създадена от снопове тръстика и папур .	развива	2	3
Господин Пирински , винаги си просрочвате времето и колкото пъти Ви се прави бележка , продължавате да си говорите .	просрочвате	5	2
Разкажете нещо повече за развитието на въоръжението и бойните припаси през последните години ?	Разкажете	0	2
Ако желаете , слушайте ме , ако желаете , вземете ги предвид .	слушайте	3	2
Ако в този текст ние открием себе си като българи , намирайки себе си , мисля , че ще намерим и контакт с нашите зрители .	намерим	19	1
Като усетих , че се люлеем , за секунди се облякох и зарязах болната , изхвърчах като куршум навън .	люлеем	5	1
Тъкмо нашето политическо общество разтърсва сърцата ни .	разтърсва	4	3
Вярно ли е , че притежава в столицата 4 къщи , които струват повече от 200000 лв.	струват	12	3
Аз работих в посолството в София в периода 1985-1987 година , т.е. по времето на комунизма .	работих	1	1
И тя го запита какъв е той .	запита	3	3
С радост се превърнете в най-добрата , най-справедливата , най-обичащата и най-търпеливата , за да му помогнете да преодолее вродения си страх от изоставяне .	превърнете	3	2
- Предполагам не очаквате , че ще има такова въздържане точно в месеците преди изборите ?	очаквате	3	2
Една от причините , поради които голяма част от политиците толкова обичат да ходят на посещения в чужбина , също заслужава внимание .	ходят	13	3
Повече слушай , по-малко говори .	слушай	1	2
За нещастие , действието на пиесата се развива в Испания , защото аз избрах това , след като размислих , че трябва да се развива именно там .	избрах	13	1
Заспа , щом положи глава на възглавницата .	положи	3	3
Ако ще тръгваш , тръгвай !	тръгвай	4	2
Ако желаете , слушайте ме , ако желаете , вземете ги предвид .	желаете	7	2
Български национален интерес е България , ние българите , да станем пълноправна част от Обединена Европа , да станем част от Обединена Европа , така че границите на Обединена Европа да са нашите граници .	станем	18	1
Затова и се гордеем , че оцеляваме .	гордеем	3	1
Двамата мъже се втрещиха .	втрещиха	3	3
До края на годината ни предстои да положим общо 16 667 метра железен път на обектите София - Волуяк , Хасково - Димитровград , Долно Камарци - Мирово и Павликени - Лесичери .	положим	7	1
Принуждават българите да напуснат Германия ?	Принуждават	0	3
Същите тези лица цяла година се мотаха с промените в Закона за енергетиката , които трябваше да регламентират отношенията между " Топлофикация " и хората .	мотаха	6	3
Благодаря ти !	Благодаря	0	1
- Ще намерим , ти не се тревожи !	намерим	2	1
- Смятате ли , че ще се облекчат и пътуванията на наши военнослужещи в различните мисии ?	облекчат	7	3
Доказал си го и отново ще го докажеш .	докажеш	7	2
Моята лична позиция , доколкото може да бъде защитена , е да смятам , че ако хората не са невинни , то те са виновни само от невежество .	смятам	12	1
Активно учене означава да правиш бележки по записките си , да ги осмисляш , да преразказваш информацията , да правиш планове .	осмисляш	12	2
Изпратиха нов човек на групата за ръководител .	Изпратиха	0	3
За нещастие , действието на пиесата се развива в Испания , защото аз избрах това , след като размислих , че трябва да се развива именно там .	размислих	18	1
И това ще те принуди рано или късно да върнеш заетото .	върнеш	9	2
Тримата направихме жива картина .	направихме	1	1
С моя незначителен принос аз направих каквото можах и то ви скандализира .	направих	5	1
Остава обаче една малка подробност - също толкова енергично те да ни помогнат да повишим благосъстоянието си , за да има с какво да ходим на Запад като бели хора .	ходим	24	1
Може в последния момент да ми се прииска да видя пристигането на Дядо Коледа .	прииска	7	3
Това почна да го смущава .	смущава	4	3
Това показва изследване на НЦИОМ от ноември за правното съзнание .	показва	1	3
И си останал у тях да притяга кочината .	притяга	6	3
Необходимо е да се настройва системата , за да работи по-добре , обясни новите промени министърът .	настройва	4	3
Малката газена лампа едва смогваше да освети само лявата й страна , по средата на която едва се крепеше бистра , едра сълза .	крепеше	18	3
Юристите на правителството на САЩ разнищваха подробно през последните седмици резолюцията и стигнаха до заключението , че тя не изключва независимостта .	разнищваха	5	3
Тъй си чака от година време .	чака	2	3
Не , моята хитрост е още по-голяма : аз пиша само добрите .	пиша	9	1
За процедура думата има господин Овчаров , но наистина да е процедура , а не да почвате да отговаряте .	отговаряте	18	2
Жела умееше да се докарва и знаеше кога да бъде по-смела .	докарва	4	3
Ако продължава така , ще се избием	избием	6	1
Сърцето ми бие силно .	бие	2	3
Можеш да имаш талант , но като те мързи , всичко отива по дяволите .	Можеш	0	2
" Разбирам се с околните . "	Разбирам	1	1
Един ден спрях .	спрях	2	1
Проектът за единния център предвиждаше заемът от 60 млн. евро да бъде само за 72 % от стойността на целия обект , а остатъкът да се даде от самото РВД .	предвиждаше	4	3
Един милиард души ще умрат през новия век , ако днешните тенденции сред пушачите се запазят , прогнозират британски лекари , цитирани от Ройтерс .	прогнозират	17	3
Въобще оказа се , че някои служители в МВР са с къса памет в последно време , което ме навежда на мисълта , че трябва да ги уволня , за да не се затормозяват и да си опреснят паметта	опреснят	37	3
Тия думи на стареца не трогнаха Павел .	трогнаха	5	3
Ако протегнеш ръка вдясно , ще докоснеш нищото .	докоснеш	6	2
Искаше да я улови и да я реже на късове .	реже	7	3
Разгледахме докладите за финансовото състояние на пловдивското козметично предприятие и стигнахме до извода , че претенциите на Тоню Икономов за намаляване на цената са неоснователни , обяви шеф-надзорникът на АП Асен Дюлгеров .	Разгледахме	0	1
В новогодишната нощ " Акага " , " Уикеда " , Иван Лечев , Валя Балканска и " Щурците " ще пеят на живо за всички , които решат да посрещнат новото хилядолетие навън .	посрещнат	30	3
Заповядал съм войниците , които пожелаят да работят при нас , след като отслужат , да не бъдат връщани .	пожелаят	5	3
Виеха глутници чакали .	Виеха	0	3
Но когато кризата започне , ще се ограничим още .	ограничим	7	1
Докато не ми се случи това , самата аз не вярвах и се присмивах на ясновидците	вярвах	10	1
Имаме адреса му във Франция , а и не мислим , че човекът ще се опита да избяга от правосъдието	Имаме	0	1
Ако искаш да вземеш , научи се да даваш .	вземеш	3	2
Предпочитах да бях му го давал .	Предпочитах	0	1
Продължава спорът за олимпийската виза в категория до 56 килограма в свободната борба .	Продължава	0	3
- От Пловдив съм и ще пътувам .	пътувам	6	1
Ще разположим и търговски обекти , за да можем да изпием по чаша топло вино , каза кметът Софиянски .	разположим	1	1
- Можем да направим собствено издателство .	направим	3	1
Така че ако наистина дават кола за непознали , със сигурност ще я спечеля .	спечеля	13	1
Книгата ли му четеш ?	четеш	3	2
