- Nie zorganizowano zawodów na odpowiednim poziomie , na przykład w skokach do wody czy siatkówce , bo Zimbabwe nie spodziewa się w tych dyscyplinach osiągnięć .	zorganizowano	2	0
- Wyciągnij go spod ziemi , ale muszę go mieć dzisiaj .	Wyciągnij	1	2
Skontaktuję się z mamą trojaczków w najbliższych dniach .	Skontaktuję	0	1
– chętnie posłucham jeszcze raz . .	posłucham	2	1
W 1991 dokonano kolejnych zmian administracyjnych .	dokonano	2	0
- Znowu zajmujesz się jakimś morderstwem ?	zajmujesz	2	2
Koniecznie zadzwoń i przeproś za zwłokę .	przeproś	3	2
- W takim razie poproszę o nie na chwilę .	poproszę	4	1
no pan optuje za Niemcami .	optuje	2	3
Rosjanie zajęli Baranowicze i biją się na przedmieściach Wilna .	biją	4	3
- Ty tylko udasz , że nic nie widział eś .	udasz	3	2
Ludzi to drażni , złości .	drażni	2	3
Niewielkie zmiany odczują osoby oddające krew .	odczują	2	3
Jak realizowano budżet ?	realizowano	1	0
Zwiększono nakład , objętość , pojawiły się nawet honoraria .	Zwiększono	0	0
Psychiatra przysuwa krzesło do leżanki i siada obok Bartodzieja z notesem w ręku .	przysuwa	1	3
Commercial Union od 1991 roku działa również na rynku naszych ubezpieczeń życiowych .	działa	5	3
No idź już , wracaj do powozu .	wracaj	4	2
Nocą słyszymy skrzypienie , jakby ktoś przechadzał się po niebie ułożonym ze starych , drewnianych desek .	słyszymy	1	1
No , może powtórzysz to jeszcze raz !	powtórzysz	3	2
Wiatr go przynosi z Edessy do Rzymu .	przynosi	2	3
Odpowiadam ogólnie na Twoją radosną twórczość .	Odpowiadam	0	1
- Weź sobie , Madziu , kochankę , zobaczysz wtedy , jakie to cudowne uczucie .	Weź	1	2
Stłuces głobe !	Stłuces	0	2
Przez cały czas trwania ćwiczenia oddychaj , zwracając szczególną uwagę na wydech .	oddychaj	5	2
Przecież jej nie ma .	ma	3	3
Dziękujemy w imieniu Agnieszki Kulig .	Dziękujemy	0	1
Nie chcę , by jakoś specjalnie się mną opiekowano czy głaskano .	opiekowano	8	0
Również teraz stwierdzono , że jest to umyślne działanie osób trzecich .	stwierdzono	2	0
I kłopoty przez to nasz car - batiuszka ma .	ma	8	3
Spaceruję sobie wzrokiem po ścianach , suficie , meblach i przedmiotach .	Spaceruję	0	1
- Spodziewałem się , że tak odpowiesz , Sarai !	odpowiesz	6	2
Co to wszystko obchodzi polskich klientów firm ubezpieczeniowych ?	obchodzi	3	3
Zgłoś się …	Zgłoś	0	2
Trudniej było się zdecydować , na co pójdę .	pójdę	7	1
Rozmaite padliny wieszano na Sienkiewiczu , ale ja w jego obronie zawsze staję .	staję	12	1
Tak się gada .	gada	2	3
Jeśli sumienie na to wam zezwala .	zezwala	5	3
Anglosasi sądzą , że czas jest ich sprzymierzeńcem .	sądzą	1	3
Rozdzieram kopertę .	Rozdzieram	0	1
Teraz kmieci zamieniono w niewolników .	zamieniono	2	0
IPN lustruje nazwy ulic .	lustruje	1	3
Może jesteśmy przeczuleni , ale nazwa sugeruje , że Uniqua unika płacenia odszkodowań .	sugeruje	6	3
Wiesław Morawski traktuje swoją winnicę hobbystycznie .	traktuje	2	3
Informacje i dokumenty , którymi dysponujemy , wskazują jednak , że poseł kłamie .	dysponujemy	5	1
Uwierz mi .	Uwierz	0	2
Uważam , że pomógł .	Uważam	0	1
I montujemy z tego dziewięćdziesięciominutowy program .	montujemy	1	1
Zaczyna się zjadanie domu , niszczenie domu , nim się dom rozpadnie .	rozpadnie	11	3
Uważam , że pomógł .	Uważam	0	1
– Robisz się religijny , kiedy mówisz o piłce nożnej .	Robisz	1	2
Przekaż jej moje . . .	Przekaż	0	2
W oddzielnych grupach ćwiczą panie i panowie , później znów spotykają się i odbywają wspólnie zajęcia choreograficzno - taneczne .	ćwiczą	3	3
Prowadźcie mnie do głównego .	Prowadźcie	0	2
– sika w Stanach ?	sika	1	3
Pracuję w dziale płac .	Pracuję	0	1
