Paskatās uz Ģertrūdi , tad uz Ilzi un noplāta rokas .	noplāta	8	3
Kāpjot no aktu zāles lejup pa kāpnēm , es atradu vienu žurnāla numuru , kurš bija saplosīts driskās .	atradu	9	1
Informāciju sagatavoja Aleksis Jarockis , Finanšu ministrijas Komunikācijas nodaļas vadītājs .	sagatavoja	1	3
Pie sociālajiem faktoriem pieder arī skolotāja prestižs sabiedrībā , kas vai nu sekmē , vai kavē studenta vēlmi strādāt izglītības iestādē pēc augstskolas beigšanas , kā arī sociālās drošības sajūta , strādājot skolā .	sekmē	12	3
Tāpēc viņi necenšas mācīties , bet te vēl arī mācīties grūti , tālab viss pasliktinās ...	pasliktinās	14	3
Vija Ancāne uzsver , ka mūsu senčiem maize bijusi pamatēdiens , ko ēda ar speķi , rūgušpienu vai tāpat vien , kā atļāva rocība .	ēda	12	3
Viņi zina , ar ko tas beigsies .	beigsies	6	3
Beidzot nokļūstam līdz dambim .	nokļūstam	1	1
Tā mēs zaudējam arī kaut ko būtisku — kaut ko tādu , ko filosofi mēģina atkal atsaukt .	zaudējam	2	1
Tāpēc var runāt vienīgi par kādu perifēru nozīmju grupu , kas aptver tiešu skatījumu un zināmo , iepriekš pieredzēto .	aptver	11	3
Bija laiks , kad pupu sējumi samazinājās , jo to vietā nāca kartupeļi , taču pēc tam pupas atkal atguva savu popularitāti .	samazinājās	6	3
Embūtes ielā notriekta velosipēdiste , bet Puzes pagastā Mercedes Benz vadītāja nobrauksi no ceļa .	nobrauksi	11	2
Taču , iebraucot pagalmā , iznāca ķeza : mēs kaut kā nebijām pietiekami labi nostiprinājuši vienu vārtu pusi un pēkšņa vēja brāzma uzgrūda tos uz mašīnas sāniem .	iznāca	5	3
Kitija šajos mačos neielaižas , uzlec uz sētas augšas un graciozi aiziet projām - kā īsta cirka māksliniece . "	uzlec	5	2
Kad gribēsi aiziet , tu to sajutīsi .	gribēsi	1	2
Caur smiekliem un asarām lugas varoņi atrisina mūžīgo tēmu par to , vai vērts mirt nelaimīgas mīlestības dēļ un ar ko cilvēki ikdienā mēdz aizstāt mīlestības trūkumu .	atrisina	6	3
Interese par to , kāpēc mēs dzīvojam , nepavisam nav tikpat nejauša kā interese par pastmarku krāšanu .	dzīvojam	6	1
Upe plūst , tecila griežas , mēness trin sānus , izlec pa dzirkstij , izkrīt pa zvaigznei , tilts sakumpis , uzmetis lūpu , gumst zem signāliem , elpām un riteņu dunēšanas .	izlec	10	3
Es zinu , ka mēs šodien nobalsosim ļoti ātri .	nobalsosim	6	1
Mēs , par to drusku smīnot , sākam gatavot vakariņas .	sākam	7	1
Viņi ir bezķermeniski , ziniet , savā ziņā burtiskā nozīmē .	ziniet	4	2
Tā kā īpašuma tiesības uz lietu regulē virkne tiesību normu , konflikta dalībnieki ar tām var pamatot savus prasījumus , bet tiesa ar tām var pamatot savu nolēmumu .	regulē	6	3
Šīs abas izmantoju tieši cepšanai , lai gan zinu , ka nerafinētā eļļa ir ļoti laba arī salātiem .	izmantoju	2	1
Jau šonedēļ dziedātāja Jenny May laiž klajā jaunu singlu un videoklips “ Dzīres ” .	laiž	5	3
Tāpēc jūs bērnībā skolā , visticamāk , laipni virzīja prom no lietām , kas jums patika , pamatojoties uz to , ka jūs , to darot , nekad nedabūsiet darbu .	nedabūsiet	28	2
Paklausies baroka mūziku !	Paklausies	0	2
Teikšu godīgi : man ir apnicis skatīties , kā slimi bērni tiek vesti uz bērnudārzu , man ir apnicis skatīties , kā slimi cilvēki iet uz darbu ar 39 un 40 grādu temperatūru .	Teikšu	0	1
Protams , nav sevišķi ticams , ka Tu kādu reizi tiešām nejauši uzdursies kādam radījumam no citas planētas .	uzdursies	12	2
Nenožēloju , ka nekad neesmu uzvarējis " Grand Slam " turnīrā un neesmu bijis pasaules pirmā rakete , jo vairāku gadu garumā grozījos pasaules labāko tenisistu desmitniekā , " atceras krievu tenisists .	grozījos	22	1
Ja vēlaties īstus pierādījumus ārpusķermeņa pieredzes esamībai , aizstaigājiet uz lielu konferenci , kurā piedalās vecākie akadēmiķi , un iegriezieties pēdējā vakara diskotēkā .	vēlaties	1	2
Mēs izgriežam uz centrālās ielas , iejūkam citu mašīnu straumē .	iejūkam	6	1
Tad izkās , pievieno raugu , cukuru , visu samaisa .	samaisa	9	2
Priecīgi ierejas , paskrien nost , tad metas virsū un gāž nost no kājām .	ierejas	1	3
Tā atskaitīsies valdei , sastāvēs no astoņiem neatkarīgiem ekspertiem un rīkotājdirektora .	sastāvēs	4	3
Šā gada sākumā realizējām veselu virkni optimizācijas pasākumu , samazinājām nelietderīgās izmaksas .	samazinājām	9	1
Jo krīzē samazināja finanses bibliotēkas darbam tieši tāpat kā visur , bet mēs nevaram ieiet jaunajā ēkā ar šo milzīgo samazinājumu .	samazināja	2	3
„ Tas visus mulsina . ”	mulsina	3	3
Bet uzturā Klauss lieto tikai ekoloģiskus produktus , ko pats izaudzē savā saimniecībā vai iegādājas pie saimniekiem .	iegādājas	14	3
