Крім українських медиків , на Сумщину завітають команди із країн Прибалтики , Польщі , Молдови , Білорусі , Казахстану » .	завітають	6	3
Звичайно це реклама , але , оскільки автор наполягає шо він хоче поради я , як щирий фанат і ентузіаст ОС Windows , і лояльний користувач корпорації майкрософт , кажу - правильно , ти правильно вибираєш .	кажу	29	1
Основне надходження води відбувається за рахунок стоку річки Гнилий Ріг .	відбувається	3	3
Миритися з таким станом справ нізащо не згоджується : « [ … ] я ніколи не згоджуся вступитися з дороги перед усякими перевертнями і покутними борзописцями з чужої літератури , – dafűr ich bin mir doch zu gut !	згоджуся	16	1
Влаштуй всесвітній комунізм .	Влаштуй	0	2
— Поневолі збожеволієш , коли таке ...	збожеволієш	2	2
Щохвилини перериваючись , поплескуємо ділянки лобкового горбка та пахв .	поплескуємо	3	1
Будь-яке пошкодження плеври супроводжується втратою герметичності плевральної порожнини .	супроводжується	3	3
Увіходить чоловік у хату , а вони йому кажуть :	кажуть	8	3
Або ти їй віддаєшся повністю , пірнаєш у неї з головою , або бавишся в цюцю - бабки , і тоді вона до тебе повертається задницею , а ти так і зостанешся вічним невдахою .	повертається	24	3
З’ясовуючи значення любовної мови , доходимо , нарешті , до ліжка і тут нова́ проблема : про що говорити і про що не говорити ?	доходимо	5	1
Переконайтеся , що у вашому інтернет - браузері дозволено використання Cookies і JavaScript .	Переконайтеся	0	2
АПП , зауваживши , що Пуня кусає під партою канапку , дозволила йому їсти відкрито на її уроках .	кусає	6	3
☀ Під гаслом неформальної освіти ми впроваджуємо зміни в українському суспільстві та культивуємо активний відпочинок для молоді .	культивуємо	12	1
Усі знають , що більшість тих підручників - відверта халтура .	знають	1	3
Виконання Мінських угод було заблоковано Росією та ватажками бойовиків самоназваних « народних республік » , оскільки Кремль очікує отримати у цьому році більш лояльні угоди з боку нової адміністрації США та низки європейських країн .	очікує	17	3
— Злодію , вбивце ! — вигукує чорт .	вигукує	6	3
П’ять років над ними сидітиму , а таки зроблю .	сидітиму	4	1
Office Професійний 2016 допоможе створювати , презентувати та публікувати професійні документи , а також обмінюватися ними завдяки функціям , що заощаджують час , оновленому сучасному зовнішньому вигляду та вбудованим засобам співпраці .	допоможе	3	3
Ви ж можете з ними балакати з англійським презирством , крізь зуби — і дивитися на них , як Монблан дивиться на Шамуні .	можете	2	2
Такі моделі зберігають систему виборної влади , політичний та економічний плюралізм , але нехтують етичними імперативами .	зберігають	2	3
І навіть як йду з гостей від батьків , кажу , що йду додому ..	кажу	9	1
Як думаєте , мене виженуть після першої сесії чи після другої ?	виженуть	4	3
Питаю у продавця , чим відрізняються кримські від молдовських .	Питаю	0	1
