Topshopissa koinkin sitten ihastumisen , kun kiinnitin heti ovella katseeni ihaniin nudekorkkareihin .	katseeni	9	1
Työ valtaa elämästämme suuremman osan kuin edes siihen käytetyt tunnit osoittavat : se ei enää kerro vain mitä teemme , vaan myös mitä olemme .	elämästämme	2	1
Puin omani päälle , otin avainkorttini , suorin hissiin ja matkasin kaksitoista kerrosta alaspäin niin , että vatsasta otti .	avainkorttini	5	1
Marraskuun alussa hän sai surmansa terroristin luodeista .	surmansa	4	3
Skeptikko voisi kysyä , että olisiko se tenavansa teilannut isä välttynyt kierteeltään , jos sosiaalitäti olisi pienenä häntä silittänyt ?	tenavansa	7	3
Tyttärenpoikani on nyt Tikkakoskella armeijassa ja ainakin siellä henki kuuluu olevan voimakas , kertoo 71-vuotias Veikko Lindell .	Tyttärenpoikani	0	1
Olisiko niin , että vanha sanonta Se koira älähtää , johon kalikka kalahtaa , pitää tässäkin paikkansa .	paikkansa	16	3
Ajatusvirtani jatkaa tuohtunutta tulvaansa .	Ajatusvirtani	0	1
Sen on pohjaväriltään vaalean ruskeanharmaa .	pohjaväriltään	2	3
Uskon hänen voittoonsa	voittoonsa	2	3
Haluaisin lisäksi korostaa 9 kohtaa koskevaa seikkaa , jonka jäsen Hyland toi esiin : palasin juuri vierailulta , jonka tein Ulko-Hebrideille sen viikon aikana , jona kiersin vaalipiirissäni .	vaalipiirissäni	27	1
Heräsin vierestäsi haihtuvassa humalassa Puistolasta radanvarren asunnosta puolipukeisena kieli viipyvästä maustasi tahmeana .	maustasi	10	2
Se oli veljeni joka ihmetteli mihin olin kadonnut .	veljeni	2	1
Lastensa vastuun ohessa , vanhemmat ovat myös toki vastuussa omasta alkoholin käytöstään .	käytöstään	11	3
Ajattelin hänen tuskaansa hänen ottaessaan syliinsä pienen suloisen nelikuisen poikansa .	tuskaansa	2	3
Me katsomme maailmaa siitä nimenomaisesta perspektiivistä , johon olemme sitoutuneet , koska meidän paikkamme maailman kokemuksellisessa järjestyksessä on tietynlainen .	paikkamme	13	1
Ammatissani joudun paikallissijojen nimitysten kanssa tekemisiin harva se päivä .	Ammatissani	0	1
Nöyrry vain , sinä alhainen asiakas , ja käy kiltisti kantamassa itse oma kaljasi .	kaljasi	13	2
Kynäni on hieno .	Kynäni	0	1
Useat puolueet ovat Vihreän liiton jälkeen ilmoittaneet halunsa puolittaa energiankulutus vuoteen 2030 mennessä .	halunsa	7	3
Auringolla tuntui olevan rennompi asenne kaikkeuteen , ja vanhus , joskin ensin empiväinen , hyväksyi lopulta täysin uuden ystävänsä olevan pysyvää sorttia – pysyvämpää kuin entisen kotimaansa takakireät ja tuuliset työpaikat .	ystävänsä	18	3
se ol Hiakal trenkin , ja sanos et se hyppäs yli aeraj ja häm putos sen suust ja häm pääs puuhu ja sit se , ol puuj juures pystös se susi , ja nual vert ko tul häne reirestäs	reirestäs	38	3
Arvoisa puhemies , hyvät kollegat , kannatan tietenkin rouva Van Dijkin mietintöä , jossa on hyvä ongelmanasettelu ja jossa kuvaillaan monien kanssaihmistemme oikeutettua suuttumusta ja eläinkuljetuksiin liittyviä skandaaleita .	kanssaihmistemme	21	1
Onneksi muisti lempirantasi , otin mukaan vilttejä , laita nämä yllesi niin soitan ambulanssin !	lempirantasi	2	2
− Sihvosen tutkimuksessa osoitetaan , miten tietokonepelien modausta analysoimalla päästään tarttumaan laajempaan digitaalista kulttuuriamme määrittävään dynamiikkaan .	kulttuuriamme	13	1
Pelander teki väitöskirjansa Turun yliopiston hoitotieteen laitoksella .	väitöskirjansa	2	3
Vaalipiirini asukkaalle vastannut lentoyhtiö kuitenkin totesi , että " asetuksessa ( EY ) N:o 261/2004 ei velvoiteta lentoliikenteen harjoittajia tarjoamaan tai maksamaan korvausta viivästymisen vuoksi " .	Vaalipiirini	0	1
Aikanaan hän olisi rahoittanut myös opiskeluni , mutta niistä ei tullut mitään .	opiskeluni	5	1
Porissa asuneen Helmin saapuminen vähintään kerran vuodessa Loimaalle oli oma draamansa .	draamansa	10	3
Ohjaajat ovat koulutukseltaan lähi- tai perushoitajia .	koulutukseltaan	2	3
Ostossaldoni jäi ihailtavasti yhteen kenkäpariin , yhteen neuletakkiin ja kaksiin sukkahousuihin , joista toiset ovat vieläpä aivan normaalit mustat ja H&M:lta .	Ostossaldoni	0	1
toinen poliisi löysi Dockeryn makaamassa talon pihalta luodinreikä otsassaan .	otsassaan	8	3
Hän meni talliin jossa jalkansa loukannut hevonen seisoi pilttuussa .	jalkansa	4	3
Pesti jäi kuitenkin varsin lyhyeksi , sillä Åkeby sai elokuun lopussa 2008 potkut tehtävistään Aalesundin majaillessa Tippeligaenissa toiseksi viimeisellä sijalla .	tehtävistään	13	3
Meidän on sopeutettava toimintamme Aseanin toimintatapaan ja tyyliin .	toimintamme	3	1
Muutaman kerran ujosti sanot ' moi ' kun törmäätte koulunkäytävillä ja melkein myyt maailmasi , kun saat tietää hänen olevan sellainen , tiedättehän , helposti muiden matkaan menevä .	maailmasi	13	2
Eikä Suomi-kuva enää meidän aikanamme ole haudan vakava asia , sillä ranskalaistunut itsetuntomme kestää urheasti jopa sekaantumisen norjalaisiin ja sen , että jonkun mielestä Helsingissä kävelee jääkarhuja .	itsetuntomme	12	1
Menestyksestään huolimatta Nokia on tippunut kolmanneksi myös älypuhelinten myynnissä .	Menestyksestään	0	3
Mitenkä teidän huollettavanne ovat pärjänneet ?	huollettavanne	2	2
Mieheni katsoi kauhuissaan muttei yllättyneenä kun latasin koriin puolitoista kiloa erilaista spelttejä , rouheita ja epäilyttävän nimisiä teepusseja .	kauhuissaan	2	3
Em mä niinku mitenkään tieten tahtoe oo , mum murrettani karsinu pois	murrettani	9	1
Ensimmäisenä paikalle päässyt poliisi otti virka-aseensa esiin , koska hän havaitsi paikalla olevan muitakin aseistettuja henkilöitä .	virka-aseensa	5	3
6 ) jäsenvaltioilla on yksinomainen toimivalta yleisen järjestyksen ylläpitämisessä ja sisäisen turvallisuuden varmistamisessa sekä sen määrittelemisessä , mitkä toimenpiteet kussakin tilanteessa ja vaiheessa ovat välttämättömiä ja suhteellisia tavaroiden vapaan liikkuvuuden edistämiseksi alueellaan ,	alueellaan	31	3
vasta sinun tapaamisesi sai minut tajuamaan että jotain olin ollut paitsi .	tapaamisesi	2	2
Kiinnostus lammastalouteen on kasvanut lakipisteeseensä : alan käyttää villapaitoja .	lakipisteeseensä	4	3
Meidän on varmistettava , että sääntelymekanismimme toimivat , ja meidän on tarkoin käsiteltävä riskejä ja uhkia sekä ratkaistava oikein tekniset pulmat .	sääntelymekanismimme	5	1
Marja sijoittaa rahansa eläkerahastoihin .	rahansa	2	3
Mielestäni on oleellista vahvistaa valvontaa koskevat normit , ja meidän on toimittava päättäväisesti tässä suhteessa .	Mielestäni	0	1
Hyvä ja paha taistelevat kokoajan , miksei minunkin huoneessa .	huoneessa	8	1
Vakuutuksenottaja on esimerkiksi saattanut saada vakuutuksensa poikkeuksellisen halvalla konkurssiin menneestä yhtiöstä .	vakuutuksensa	5	3
Olin varma , että juttuni hylättäisiin kättelyssä lapsellisena tekeleenä .	juttuni	4	1
Sillon minä vuosin , purskahdin itkuun ja kastelin housuni , en mahtanut sille mitään .	housuni	8	1
en kai minä huvikseni soittele tähän aikaan .	huvikseni	3	1
Tyttönimeltäni olen Tenni .	Tyttönimeltäni	0	1
Uuvuin taas sen tutun kiven viereen , sen joka oli ennenkin tuntenut kyyneleeni .	kyyneleeni	12	1
Useimmat ovat taittelukaavioidensa mukaisia monisteita , mutta joukossa on mitä mielikuvituksellisimpia variaatioita samasta teemasta .	taittelukaavioidensa	2	3
Tampereen yliopistossa yleislääketieteen apulaisopettajana työskentelevän Virtasen väitöskirjan juuret ovat hänen kotikaupungissaan Nokialla .	kotikaupungissaan	10	3
Kuninkaalliset häät oli ihan jees , ikävästi vaan toi meidän excu konsulttifirmaan häiritsi katsomista , uskomatonta !	excu	10	1
Perutkos puheesi ja äkkiä !	puheesi	1	2
Minä rakastin höyryvetureita , niiden onkapannuja ja kaksiväristä puhkua , jota ne työnsivät ulos piipustaan .	piipustaan	14	3
Eikä Suomi-kuva enää meidän aikanamme ole haudan vakava asia , sillä ranskalaistunut itsetuntomme kestää urheasti jopa sekaantumisen norjalaisiin ja sen , että jonkun mielestä Helsingissä kävelee jääkarhuja .	aikanamme	4	1
Hän on kiertänyt käsivartensa olkapäillesi ja sinä taivut hänen puoleensa kuin vastatuulessa .	käsivartensa	3	3
Ja jos työ muodostaa identiteettimme ytimen , työssä epäonnistumisen merkitys on helppo laskea .	identiteettimme	4	1
Se oli hänen vapauttaan .	vapauttaan	3	3
Osa katsoi ADS:n pelit loppuun ja liittyi sitten seuraammme .	seuraammme	8	1
Päätin laajentaa käyttövärieni kirjoa uudella värillä ja niin vaaleansininen siirtyi suosikkivärieni listalle .	suosikkivärieni	10	1
Pois jääntiä työpäivänä , mukaan lukien myös perjantai , mikä on lempiaiheeni , ei voi puolustella millään , jos haluamme säilyttää uskottavuutemme .	uskottavuutemme	21	1
Ilta laskeutui auringon takaa ja annoin hiuksieni mennä tuulen mukana kun ajoin vanhalla Saint -polkupyörälläni pitkin kuolleiden lehtien katuja , silloi minusta tuli astronautti ja nousin raketillani jo stratosfääriin .	-polkupyörälläni	14	1
Orion on pitänyt koko vuoden näkymänsä ennallaan .	näkymänsä	5	3
Koirani heittäytyi selälleen olohuoneemme lattialle ja nauroi kita ammollaan ja kaikki hampaat näkyvissä .	Koirani	0	1
Sitä mukaa kun joulukuussa järjestettävät parlamenttivaalit lähestyvät kasvaa myös kansanedustajien into nostaa profiiliaan .	profiiliaan	12	3
äitinsä hylkäämä lapsi	äitinsä	0	3
Emmekä ole näin ollen vastuussa mistään sellaisesta ydinjätteen sijoittamisesta joka tulee muualta maailmasta mutta samalla olemme tietysti vastuussa ydinjätteistämme ja muista tämänkaltaisista ratkaisuista .	ydinjätteistämme	18	1
” Älä anna epäilyksen kalvaa uskoasi ” , Qazibe tokaisi .	uskoasi	5	2
Pidä hermosi kurissa tai menetät pelin	hermosi	1	2
Hänet tunnetaan erityisesti pysäyttävistä muotokuvistaan ja yhteiskunnallisesti kantaaottavasta kuvajournalismistaan .	kuvajournalismistaan	8	3
Ajattelin hänen tuskaansa hänen ottaessaan syliinsä pienen suloisen nelikuisen poikansa .	syliinsä	5	3
Enkä voi olla hymyilemättä peilikuvalleni .	peilikuvalleni	4	1
Tilannetta kuvaa hyvin se , että Sähköpalatsista ei haluttu antaa hintavertailuumme minkäänlaisia lukuja Nokian tuotteista .	hintavertailuumme	10	1
Minä olinkin koneessa näkevinäni hänet , mutta en luottanut silmiini ...	silmiini	9	1
Tulos ei tietenkään riipu pelkästään meidän hyvästä tahdostamme - ja se on oikeastaan kaikkien näiden töiden varsinainen este , teollisen yhteistyön alallakin - vaan se riippuu myös kumppanivaltioiden hyvästä tahdosta .	tahdostamme	7	1
" Hupsis " , ajattelimme ja päätimme muuttaa elintapojamme .	elintapojamme	8	1
Toisaalta suuri osa ihmisistä , olevista ja menneistä , säilyvät jalanjälkineen sydämissämme ilman , että teemme kodistamme vanhojen tavaroiden museon .	jalanjälkineen	10	3
Raimo huomasi meidän katsomisemme , kääntyi , näki Kaisun ja kysyi , halusinko , että hän haki emäntäni baariin .	emäntäni	17	1
Täytyy kuitenkin pistää jäitä hattuun ja pitää suurena onnistumisena , jos yksikään kuvistani pääsee Mr. Gurumoorthyn pöytää pidemmälle .	kuvistani	12	1
Pidättäytymisemme äänestämästä osoittaa vastalauseemme pankkijärjestelmän niin kansallista kuin eurooppalaista järjestelmää vastaan .	vastalauseemme	3	1
Aina muistan kuinka ajoimme keskellä sysimustia metsiä , pitkin öisiä teitä , joita vain autosi himmeät etuvalot valaisivat .	autosi	14	2
On myös tärkeää keskustella Euroopan teollisuuden kilpailukyvystä , koska suurin osa hyvinvoinnistamme perustuu siihen .	hyvinvoinnistamme	11	1
Hän on koulutukseltaan diplomiekonomi .	koulutukseltaan	2	3
Toinen sanoi että Eino Kailan Persoonallisuus oli hänen mielikirjansa .	mielikirjansa	8	3
Kukaan tiedemiehistä ei suostunut siihen , että hänen tietonsa olisi peittynyt toisten tiedon alle , vaan jokainen halusi oman tietonsa kasan päällimmäiseksi , sen huipuksi .	tietonsa	19	3
Hän otti askeleen kerrallaan ja eteni näin suojatien puoliväliin , seisoen sitten keskellä tietä .	kerrallaan	3	3
Lapset pystyvät arvioimaan omaa sairaalahoitoaan	sairaalahoitoaan	4	3
Ovatko kansanedustajat vapaaehtoisesti luovuttamassa lainsäädäntövaltansa Brysseliin ?	lainsäädäntövaltansa	4	3
Tämä on sinun ravintolasi , totta hemmetissä sinä saat määrätä täällä kaikesta .	ravintolasi	3	2
Minulla ei ollut vaikeuksia saada aikaani kulumaan	aikaani	5	1
Erkki kirjoitti , että hän jatkaisi tänään matkaansa tänne meidän luoksemme .	matkaansa	7	3
Pitäkääpäs pojat varanne !	varanne	2	2
Etelästä lähestyy jo maatamme paksuja pilviä	maatamme	3	1
Hän ei enää ollut tutussa kotikylässään .	kotikylässään	5	3
Se haluaa sinun rahasi .	rahasi	3	2
Täytyy myöntää , että huoneeseeni päästyä kiedoin kerran käytetyn pyyhkeen pitkiin hiuksiini ja peitin puhtaan varteni kylpytakilla , mutta jos olisin lyhythiuksinen ja kiireinen , olisin voinut aivan hyvin vain pyyhkäistä hiukseni kuivaksi ( käsipyyhkeeseen ) ja pukeutua samantien .	varteni	15	1
Ikuisuuden kotimatkalla tuijotin tossujani , vesilammikoistakin astelin , ihan sama .	tossujani	3	1
Kesät olivat kuumia kun meidän pihalla hypittiin sadettajan ympärillä , jonka jälkeen pyöräiltiin kilpaa jäätelökioskille .	pihalla	5	1
Toisena vuotenaan hän myös todella löysi koulun Mac tietokoneet ja innostui niistä .	vuotenaan	1	3
Hänen kohtalonsa jäi kuitenkin tukholmalaisten mieleen ja hänen kapeaa asuinkatuaan ryhdyttiin kutsumaan Trotzigin kaduksi .	kohtalonsa	1	3
Fergie aikoo kirjoittaa ellei ole jo niin tehnyt elämäkertansa .	elämäkertansa	8	3
Milosevic tuskin paljoa piittaa hädänalaisten heimoveljiensä asemasta .	heimoveljiensä	5	3
Tönäisen kengänkärjelläni jalkatilassa lojuvia tyhjiä pulloja ja yritän olla huomaamatta ilmaan lemahtavaa kaljan ja siiderin hajua .	kengänkärjelläni	1	1
Taisto arveli minun oppineen tämän sen pitkän kokemukseni kautta , joka minulla naisista oli .	kokemukseni	7	1
